"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",3,"normal",12,12,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",4,"normal",12,10,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",5,"normal",12,7,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",6,"normal",12,7,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",7,"normal",12,7,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Crunch (Machine)",,"",8,"dropset",12,7,,,
"Costas + Biceps + Lombar - Treino 2","13 Apr 2024, 10:53","13 Apr 2024, 12:12","Treino 5
Adicionar mais 3 de bíceps","Treadmill",,"",0,"normal",,,,900,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Incline Bench Press (Dumbbell)",,"Aquecimento
17,5 - 25 
22,5 - 20
27,5 - 15
35 carga de trabalho
Fiz bem devagar na ultima",0,"normal",35,14,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Incline Bench Press (Dumbbell)",,"Aquecimento
17,5 - 25 
22,5 - 20
27,5 - 15
35 carga de trabalho
Fiz bem devagar na ultima",1,"normal",35,13,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Incline Bench Press (Dumbbell)",,"Aquecimento
17,5 - 25 
22,5 - 20
27,5 - 15
35 carga de trabalho
Fiz bem devagar na ultima",2,"normal",35,11,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Chest Press (Machine)",,"",0,"normal",82.5,14,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Chest Press (Machine)",,"",1,"normal",86.25,11,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Chest Fly (Machine)",,"",0,"failure",75,11,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Chest Fly (Machine)",,"",1,"failure",75,9,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Chest Fly (Machine)",,"",2,"dropset",75,9,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Triceps Pushdown",,"",0,"normal",28.75,15,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Triceps Pushdown",,"",1,"normal",32.5,12,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Triceps Pushdown",,"",2,"normal",32.5,10,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Skullcrusher (Cable)",,"",0,"failure",25,12,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Skullcrusher (Cable)",,"",1,"failure",25,12,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Skullcrusher (Cable)",,"",2,"failure",28.75,10,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Standing Calf Raise (Machine)",,"",0,"normal",60,15,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Standing Calf Raise (Machine)",,"",1,"normal",70,12,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Standing Calf Raise (Machine)",,"",2,"normal",70,12,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Standing Calf Raise (Machine)",,"",3,"normal",40,20,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Standing Calf Raise (Machine)",,"",4,"normal",20,22,,,
"Peito + Triceps + Panturilha - Treino 1","12 Apr 2024, 10:52","12 Apr 2024, 12:11","Treino 4
Sem progressão hj… normal","Treadmill",,"",0,"normal",,,,900,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Dumbbell)",,"6kg - 25 rep
8kg - 15 rep 
Descansa 
10kg - 10 rep
12,5 carga de trabalho 
15 roubando mais que lula (mas temos que proguedir tiw)",0,"normal",12.5,16,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Dumbbell)",,"6kg - 25 rep
8kg - 15 rep 
Descansa 
10kg - 10 rep
12,5 carga de trabalho 
15 roubando mais que lula (mas temos que proguedir tiw)",1,"normal",12.5,13,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Dumbbell)",,"6kg - 25 rep
8kg - 15 rep 
Descansa 
10kg - 10 rep
12,5 carga de trabalho 
15 roubando mais que lula (mas temos que proguedir tiw)",2,"normal",15,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Dumbbell)",,"6kg - 25 rep
8kg - 15 rep 
Descansa 
10kg - 10 rep
12,5 carga de trabalho 
15 roubando mais que lula (mas temos que proguedir tiw)",3,"normal",15,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,13,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Single Arm Lateral Raise (Cable)",,"",2,"normal",7.5,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Single Arm Lateral Raise (Cable)",,"",3,"failure",7.5,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Machine)",,"",0,"normal",46,13,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Machine)",,"",1,"failure",46,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Machine)",,"",2,"failure",53,8,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Lateral Raise (Machine)",,"",3,"dropset",53,7,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Shrug (Dumbbell)",,"",0,"normal",35,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Shrug (Dumbbell)",,"",1,"normal",35,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Shrug (Dumbbell)",,"",2,"normal",35,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Shrug (Dumbbell)",,"",3,"normal",35,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Hip Adduction (Machine)",,"37,5 — 30 reps
40,25 — 20 reps",0,"normal",45,15,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Hip Adduction (Machine)",,"37,5 — 30 reps
40,25 — 20 reps",1,"normal",48.75,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Hip Adduction (Machine)",,"37,5 — 30 reps
40,25 — 20 reps",2,"normal",48.75,15,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Hip Adduction (Machine)",,"37,5 — 30 reps
40,25 — 20 reps",3,"failure",52.5,9,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",0,"warmup",6,20,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",1,"normal",8,15,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",2,"normal",11,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",3,"normal",11,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",4,"normal",12,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",5,"normal",12,6,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Crunch (Machine)",,"",6,"normal",12,7,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","10 Apr 2024, 11:09","10 Apr 2024, 12:35","","Treadmill",,"",0,"normal",,,,900,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Pull Up",,"Aquecer manguito
Remada unilateral no pelo no cross bom dms",0,"normal",,11,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Pull Up",,"Aquecer manguito
Remada unilateral no pelo no cross bom dms",1,"normal",,9,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Pull Up",,"Aquecer manguito
Remada unilateral no pelo no cross bom dms",2,"normal",,8,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Pull Up",,"Aquecer manguito
Remada unilateral no pelo no cross bom dms",3,"normal",,7,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Lat Pulldown (Machine)",,"",0,"normal",75,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Lat Pulldown (Machine)",,"",1,"normal",75,11,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Lat Pulldown (Machine)",,"",2,"normal",75,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Lat Pulldown (Machine)",,"",3,"failure",78.75,9,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Iso-Lateral High Row (Machine)",,"Banco no 6
Strap nas 3 ultimas
Pico contração sempre",0,"normal",42.5,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Iso-Lateral High Row (Machine)",,"Banco no 6
Strap nas 3 ultimas
Pico contração sempre",1,"normal",45,11,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Iso-Lateral High Row (Machine)",,"Banco no 6
Strap nas 3 ultimas
Pico contração sempre",2,"failure",45,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Iso-Lateral High Row (Machine)",,"Banco no 6
Strap nas 3 ultimas
Pico contração sempre",3,"failure",47.5,9,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Bicep Curl (Dumbbell)",,"",0,"normal",15,13,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Bicep Curl (Dumbbell)",,"",1,"normal",17.5,9,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Bicep Curl (Dumbbell)",,"",2,"normal",17.5,8,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,9,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Preacher Curl (Machine)",,"",0,"normal",52.5,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Preacher Curl (Machine)",,"",1,"normal",52.5,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Preacher Curl (Machine)",,"",2,"failure",56.25,8,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",0,"normal",,15,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",1,"normal",,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",2,"normal",,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",3,"normal",,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",4,"normal",,12,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",5,"normal",,10,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",6,"normal",,11,,,
"Costas + Biceps + Lombar - Treino 2","9 Apr 2024, 10:31","9 Apr 2024, 12:06","","Back Extension (Hyperextension)",,"2-6 Anilha de 5.. braço esticado 
6-8 anilha de 10.. braço esticado",7,"normal",,10,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Incline Bench Press (Dumbbell)",,"",0,"normal",32.5,16,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Incline Bench Press (Dumbbell)",,"",1,"normal",35,13,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Incline Bench Press (Dumbbell)",,"",2,"normal",35,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Incline Bench Press (Dumbbell)",,"",3,"normal",35,11,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Press (Machine)",,"",0,"normal",78.75,13,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Press (Machine)",,"",1,"normal",82.5,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Press (Machine)",,"",2,"failure",82.5,11,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Press (Machine)",,"",3,"failure",82.5,9,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Fly (Machine)",,"Banco no 4
Drop pra 45",0,"failure",75,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Fly (Machine)",,"Banco no 4
Drop pra 45",1,"failure",75,11,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Fly (Machine)",,"Banco no 4
Drop pra 45",2,"failure",75,9,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Chest Fly (Machine)",,"Banco no 4
Drop pra 45",3,"dropset",75,9,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Triceps Pushdown",,"",0,"normal",28.75,15,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Triceps Pushdown",,"",1,"normal",28.75,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Triceps Pushdown",,"",2,"normal",32.5,11,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Skullcrusher (Cable)",,"Altura 9",0,"failure",25,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Skullcrusher (Cable)",,"Altura 9",1,"failure",25,11,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Skullcrusher (Cable)",,"Altura 9",2,"failure",25,10,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Standing Calf Raise (Machine)",,"",0,"normal",60,15,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Standing Calf Raise (Machine)",,"",1,"normal",70,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Standing Calf Raise (Machine)",,"",2,"normal",70,12,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Standing Calf Raise (Machine)",,"",3,"normal",40,22,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Standing Calf Raise (Machine)",,"",4,"normal",20,22,,,
"Peito + Triceps + Panturilha - Treino 1","8 Apr 2024, 11:10","8 Apr 2024, 12:31","","Treadmill",,"",0,"normal",,,,900,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Dumbbell)",,"",0,"normal",12.5,15,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Dumbbell)",,"",1,"normal",12.5,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Dumbbell)",,"",2,"normal",12.5,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Dumbbell)",,"",3,"normal",15,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,13,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Single Arm Lateral Raise (Cable)",,"",2,"normal",7.5,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Single Arm Lateral Raise (Cable)",,"",3,"failure",7.5,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Machine)",,"Drop pra 25",0,"failure",46,13,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Machine)",,"Drop pra 25",1,"failure",46,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Machine)",,"Drop pra 25",2,"failure",46,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lateral Raise (Machine)",,"Drop pra 25",3,"dropset",53,9,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Shrug (Dumbbell)",,"",0,"normal",32.5,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Shrug (Dumbbell)",,"",1,"normal",35,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Shrug (Dumbbell)",,"",2,"normal",35,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Shrug (Dumbbell)",,"",3,"normal",35,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lat Pulldown (Machine)",,"",0,"normal",70.25,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lat Pulldown (Machine)",,"",1,"normal",75,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lat Pulldown (Machine)",,"",2,"normal",75,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Lat Pulldown (Machine)",,"",3,"normal",75,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",0,"warmup",9,15,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",1,"warmup",10,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",2,"normal",12,12,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",3,"normal",12,11,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",4,"normal",12,10,,,
"Ombro + Trapézio + Adultora + Abs - Treino 3","6 Apr 2024, 10:57","6 Apr 2024, 11:59","Treino 10
Ombro + estímulo dorsal + abs","Crunch (Machine)",,"",5,"normal",13,6,,,
"Peito + Triceps + Panturilha - Treino 1","5 Apr 2024, 10:50","5 Apr 2024, 12:20","","Incline Bench Press (Dumbbell)",,"17,5 — 25 reps
22,5 — 15 reps
27,5 - 12 reps
1x 32,5 — carga de trabalho sem falha
3x 35 — carga de trabalho sem falha",0,"normal",32.5,15,,,
"Peito + Triceps + Panturilha - Treino 1","5 Apr 2024, 10:50","5 Apr 2024, 12:20","","Incline Bench Press (Dumbbell)",,"17,5 — 25 reps
22,5 — 15 reps
27,5 - 12 reps
1x 32,5 — carga de trabalho sem falha
3x 35 — carga de trabalho sem falha",1,"normal",35,13,,,
"Peito + Triceps + Panturilha - Treino 1","5 Apr 2024, 10:50","5 Apr 2024, 12:20","","Incline Bench Press (Dumbbell)",,"17,5 — 25 reps
22,5 — 15 reps
27,5 - 12 reps
1x 32,5 — carga de trabalho sem falha
3x 35 — carga de trabalho sem falha",2,"normal",35,10,,,
"Peito + Triceps + Panturilha - Treino 1","5 Apr 2024, 10:50","5 Apr 2024, 12:20","","Incline Bench Press (Dumbbell)",,"17,5 — 25 reps
22,5 — 15 reps
27,5 - 12 reps
1x 32,5 — carga de trabalho sem falha
3x 35 — carga de trabalho sem falha",3,"normal",35,9,,,
